Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Website,MainPhone,MainEmail,ContactName1,ContactTitle1,OTCMarketsURL
WLAB,WHITE LABEL LIQUID INC,Pink No Information,0.049,,0,Common Stock,USA,Florida,,,,,,
SELR,STEELE OCEANIC CORP,Pink No Information,0.05,,0,Common Stock,USA,California,,,,,,
AZIL,AZIEL CORPORATION,Pink No Information,0.1201,,0,Common Stock,USA,Texas,,,,,,
BGEM,BLUE GEM ENTERPRISE,Pink No Information,0.0031,106.6667,191413,Common Stock,USA,Florida,,,,,,
TAPP,TAP RESOURCES INC,Pink No Information,1,,0,Common Stock,USA,California,,,,,,
PREC,PRESTIGE CARS INTL,Pink No Information,0.032,,0,Common Stock,USA,Florida,,,,,,
STAU,STAR NUTRITION INC NEW,Pink No Information,0.0177,,0,Common Stock,USA,California,,,,,,
SCDA,B- SCADA INC,Pink No Information,0.0381,,0,Common Stock,USA,Florida,,,,,,
GETH,GREEN ENVIROTECH HLDG NEW,Pink No Information,0.02,48.1481,2509564,Common Stock,USA,Washington,,,,,,
EFLS,EXERCISE FOR LIFE SYS INC,Pink No Information,0.0167,-73.0645,40000,Common Stock,USA,North Carolina,,,,,,
ENGT,ENERGY & TECHNOLOGY CORP,Pink No Information,0.122,,0,Common Stock,USA,Louisiana,,,,,,
FBGI,FOODBASE GROUP INC,Pink No Information,0.025,,0,Common Stock,USA,North Carolina,,,,,,
XSVT,XSOVT BRANDS INC,Pink No Information,0.0361,,0,Common Stock,USA,Nevada,,,,,,
BRNW,BRAINYBRAWN INC,Pink No Information,0.0064,0,6714788,Common Stock,USA,Nevada,,,,,,
WEQL,WELLQUEST MED&WELLNESS,Pink No Information,0.01,,0,Common Stock,USA,Arkansas,,,,,,
BTLN,BRIGHTLANE CORP,Pink No Information,0.061,,0,Common Stock,USA,Maryland,,,,,,
TASY,TANXIA SYSTEM INC,Pink No Information,0.55,,0,Common Stock,USA,California,,,,,,
CSJT,CHANGSHENG INTL GRP LTD,Pink No Information,6.04,,0,Common Stock,USA,Tennessee,,,,,,
OMVE,OMNI VENTURES INC,Pink No Information,0.0019,-34.4828,38000,Common Stock,USA,Kansas,,,,,,
BKEN,BAKKEN ENERGY CORP,Pink No Information,0.0009,0,217000,Common Stock,USA,Nevada,,,,,,
UNIV,UNIVERSAL INFOTAINMNT SYS,Pink No Information,0.0736,,0,Common Stock,USA,Arizona,,,,,,
MOMT,MONEYONMOBILE INC,Pink No Information,0.067,,0,Common Stock,USA,Texas,,,,,,
ABTI,ALTEROLA BIOTECH INC,Pink No Information,2,,1,Common Stock,USA,California,,,,,,
ADTM,ADAPTIVE MEDIAS INC,Pink No Information,0.0012,-36.8421,215767505,Common Stock,USA,New Jersey,,,,,,
UNSS,UNIVERSAL SOLAR TECH INC,Pink No Information,0.07,0,161950,Common Stock,USA,Texas,,,,,,
RTSO,RTS OIL HOLDINGS INC,Pink No Information,0.75,,0,Common Stock,USA,Utah,,,,,,
ICNN,INCOMING INC A,Pink No Information,0.014,-6.6667,10000,Common Stock,USA,New York,,,,,,
FCRM,FRANKLIN CREDIT MGMT CORP,Pink No Information,0.3499,,0,Common Stock,USA,New Jersey,,,,,,
DEWM,DEWMAR INTL BMC INC,Pink No Information,0.0011,10,2537570,Common Stock,USA,Mississippi,,,,,,
IPRC,IMPERIAL RESOURCES INC,Pink No Information,0.0126,-8.6957,547800,Common Stock,USA,Texas,,,,,,
STWC,STWC HOLDINGS INC,Pink No Information,0.0038,0,2862658,Common Stock,USA,Colorado,,,,,,
CGAC,CODE GREEN APPAREL,Pink No Information,0.009,0,100011,Common Stock,USA,California,,,,,,
HHER,HER IMPORTS,Pink No Information,0.1999,,0,Common Stock,USA,Nevada,,,,,,
IGEX,INDO GLOBAL EXCH PTE LTD,Pink No Information,0.0012,33.3333,528209990,Common Stock,USA,Colorado,,,,,,
NGRC,NATIONAL GRAPHITE CRP,Pink No Information,0.123,0.1629,464,Common Stock,USA,Arizona,,,,,,
MNGG,MINING GLOBAL INC,Pink No Information,0.0009,-10,64624690,Common Stock,USA,Arizona,,,,,,
MSMY,MC ENDEAVORS INC,Pink No Information,0.0103,-6.3636,884291,Common Stock,USA,California,,,,,,
FCHS,FIRST CHOICE HLTHCRE INC,Pink No Information,0.205,,0,Common Stock,USA,Florida,,,,,,
LEON,LEONE ASSET MGMT INC,Pink No Information,0.058465,,0,Common Stock,USA,Florida,,,,,,
TKGL,TEKEGLDMPIRE INC,Pink No Information,0.4551,,0,Common Stock,USA,California,,,,,,
MYRX,MYREXIS INC,Pink No Information,0.0471,,0,Common Stock,USA,New York,,,,,,
IDLM,IDLE MEDIA INC,Pink No Information,0.0166,0.1508,10000,Common Stock,USA,Pennsylvania,,,,,,
MDAV,DAVI LUXURY BRAND GRP INC,Pink No Information,0.015,,0,Common Stock,USA,California,,,,,,
HEMP,HEMP INC,Pink No Information,0.0121,-1.626,39885487,Common Stock,USA,Nevada,,,,,,
LOTE,LOT78 INC,Pink No Information,0.0244,22,77853,Common Stock,USA,California,,,,,,
WTKN,WELLTEK INC,Pink No Information,0.033,,0,Common Stock,USA,New Jersey,,,,,,
YGYI,YOUNGEVITY INTL INC,Pink No Information,0.4097,4.9974,30208,Common Stock,USA,California,,,,,,
WRIT,WRIT MEDIA GROUP INC,Pink No Information,0.0425,-5.5556,96800,Common Stock,USA,California,,,,,,
BEMGQ,BETA MUSIC GROUP INC,Pink No Information,0.0026,-23.5294,20000,Common Stock,USA,Florida,,,,,,
TEAH,WORRY FREE TEA HOUSE HLDG,Pink No Information,0.0802,,0,Common Stock,USA,California,,,,,,
CCOB,CENTURY COBALT CORP,Pink No Information,0.0478,16.5854,53108,Common Stock,USA,California,,,,,,
SENY,SAUER ENERGY INC,Pink No Information,0.0898,0,702435,Common Stock,USA,California,,,,,,
TAER,TARSIER LTD,Pink No Information,0.0047,,0,Common Stock,USA,New York,,,,,,
AFOM,ALL FOR ONE MEDIA CORP,Pink No Information,0.001,11.1111,52885265,Common Stock,USA,New York,,,,,,
PPMT,PROFIT PLANNERS MGMT NEW,Pink No Information,0.1649,,0,Common Stock,USA,New York,,,,,,
EDMCQ,EDUCATION MGMT CORP,Pink No Information,0.00259,,0,Common Stock,USA,Pennsylvania,,,,,,
WMTN,WESTMOUNTAIN GOLD,Pink No Information,1.25,,0,Common Stock,USA,Idaho,,,,,,
ASKE,ALASKA PACIFIC ENERGY,Pink No Information,0.0007,0,12642491,Common Stock,USA,Florida,,,,,,
ASPW,ARISTA POWER INC,Pink No Information,0.0094,-67.5862,200,Common Stock,USA,New York,,,,,,
STRI,STR HOLDINGS INC,Pink No Information,0.14,-6.0403,1143,Common Stock,USA,Connecticut,,,,,,
MSEZ,MEDIA SENTIMENT INC,Pink No Information,0.03,,0,Common Stock,USA,California,,,,,,
MLHC,M LINE HOLDINGS INC,Pink No Information,0.0008,-20,90060099,Common Stock,USA,California,,,,,,
ANDI,ANDIAMO CORP,Pink No Information,0.0007,40,14469987,Common Stock,USA,Utah,,,,,,
ONSS,ONASSIS HOLDINGS CORP,Pink No Information,0.04,,0,Common Stock,USA,New York,,,,,,
STEV,STEVIA CORP,Pink No Information,0.006,13.2075,1655401,Common Stock,USA,Indiana,,,,,,
AASL,AMERICA'S SUPPLIERS INC,Pink No Information,2.94,,0,Common Stock,USA,Arizona,,,,,,
PROP,PLEDGE PETROLEUM CORP,Pink No Information,0.0068,,0,Common Stock,USA,Tennessee,,,,,,
EESI,ENCOMPASS ENERGY SVCS INC,Pink No Information,0.13,,0,Common Stock,USA,Oklahoma,,,,,,
VSST,VOICE ASSIST INC,Pink No Information,0.038,18.75,1400,Common Stock,USA,California,,,,,,
TOPZ,TOPAZ RESOURCES INC,Pink No Information,0.405,,0,Common Stock,USA,Washington,,,,,,
IFLM,INDEPENDENT FILM DEV CORP,Pink No Information,0.0003,-25,2754899,Common Stock,USA,California,,,,,,
ZYJT,ZHONG YA INTL LTD,Pink No Information,2,,0,Common Stock,USA,Nevada,,,,,,
ANTH,ANTHERA PHARMS INC NEW,Pink No Information,0.0855,22.1429,183753,Common Stock,USA,Texas,,,,,,
BSPR,BIGSUPERSEARCH.COM INC,Pink No Information,0.14291,885.5862,210667,Common Stock,USA,Florida,,,,,,
CAFS,CAFE SERENDIPITY HLDG INC,Pink No Information,0.008,,0,Common Stock,USA,California,,,,,,
PSTRQ,POSTROCK ENERGY CORP,Pink No Information,0.04,-14.8936,10000,Common Stock,USA,Oklahoma,,,,,,
ADFT,ADFITECH INC,Pink No Information,2.45,,0,Common Stock,USA,Oklahoma,,,,,,
ENCB,ENCORE BRANDS INC,Pink No Information,0.0035,,0,Common Stock,USA,Nevada,,,,,,
AXLX,AXIOLOGIX INC,Pink No Information,0.0025,-62.6866,311550,Common Stock,USA,Nevada,,,,,,
CCGN,CONSUMER CAPITAL GRP INC,Pink No Information,2.55,,25,Common Stock,USA,New York,,,,,,
FLRE,FLAMERET INC,Pink No Information,0.0021,0,14809,Common Stock,USA,Florida,,,,,,
XCLL,XCELMOBILITY INC,Pink No Information,0.0025,13.6364,421733,Common Stock,USA,California,,,,,,
NORNQ,NORANDA ALUMINUM HLDG NEW,Pink No Information,0.0765,0,1500,Common Stock,USA,Tennessee,,,,,,
CRMBQ,CRUMBS BAKE SHOP INC,Pink No Information,0.02745,3.1955,11105,Common Stock,USA,New York,,,,,,
AURT,ATTUNE RTD,Pink No Information,0.0023,,0,Common Stock,USA,California,,,,,,
WOGI,WORLD OIL GROUP INC,Pink No Information,0.0202,-11.4035,9028593,Common Stock,USA,Florida,,,,,,
PTEL,PEGASUS TEL INC,Pink No Information,0.0005,0,7157892,Common Stock,USA,Connecticut,,,,,,
PSYS,PARADIGM SYSTEM SLTNS,Pink No Information,0.0665,,0,Common Stock,USA,California,,,,,,
FQCC,FUQUAN CAPITAL MGMT INC,Pink No Information,0.0303,,0,Common Stock,USA,,,,,,,
RODN,AVICENNA GLOBAL CORP,Pink No Information,0,,0,Common Stock,USA,California,,,,,,
AAGC,ALL AMERICAN GOLD CORP,Pink No Information,0.0039,-2.5,9389280,Common Stock,USA,Wyoming,,,,,,
UPOW,UAN POWER CORP,Pink No Information,0,,0,Common Stock,USA,Georgia,,,,,,
AMBG,AMBG INC,Pink No Information,1.65,,0,Common Stock,USA,New York,,,,,,
PWON,POWIN ENERGY CORP,Pink No Information,5,-13.7931,6100,Common Stock,USA,Oregon,,,,,,
AWON,A-1 GROUP INC,Pink No Information,0.0201,-8.6364,3487238,Common Stock,USA,Florida,,,,,,
SPRN,SUPERNOVA ENERGY INC,Pink No Information,0.004,-11.1111,82900,Common Stock,USA,New York,,,,,,
SSCR,SMSA CRANE ACQUISITION CP,Pink No Information,0.8,,0,Common Stock,USA,California,,,,,,
LTCP,LIFE'S TIME CAPSULE SVCS,Pink No Information,0.017,,0,Common Stock,USA,Delaware,,,,,,
VRCV,VARCA VENTURES INC,Pink No Information,0.058,,0,Common Stock,USA,Florida,,,,,,
FTPM,420 PROPERTY MGMT INC,Pink No Information,0.001,-9.0909,746944,Common Stock,USA,California,,,,,,
SVAD,SILVERTON ADVENTURES INC,Pink No Information,0.0004,0,853734,Common Stock,USA,California,,,,,,
FDOC,FUEL DOCTOR HLDGS INC,Pink No Information,0.12,,0,Common Stock,USA,Arizona,,,,,,
RIBS,SOUTHERN CONCEPTS RES GRP,Pink No Information,0.02,5.2632,78453,Common Stock,USA,Colorado,,,,,,
UBUH,UBU HOLDINGS INC,Pink No Information,0.25,,0,Common Stock,USA,Nevada,,,,,,
SOUG,SOU 300 GROUP HLDG CO,Pink No Information,6,,0,Common Stock,USA,Nevada,,,,,,
COIL,CITADEL EXPLORATION INC,Pink No Information,0.036,0,2000,Common Stock,USA,California,,,,,,
RLLY,ARC GROUP INC,Pink No Information,0.4,,0,Common Stock,USA,Florida,,,,,,
OSCI,OSCEOLA GOLD INC,Pink No Information,0.028,0,30000,Common Stock,USA,West Virginia,,,,,,
PRHL,PREMIER HOLDING CORP,Pink No Information,0.0056,-16.4179,5000,Common Stock,USA,California,,,,,,
EMPO,EMPOWERED PRODUCTS INC,Pink No Information,0.0051,,0,Common Stock,USA,Nevada,,,,,,
GLBR,GLOBAL BROKERAGE INC A,Pink No Information,0.078,,35,Common Stock,USA,New York,,,,,,
DRCR,DEAR CASHMERE HOLDING CO,Pink No Information,3.3,22.2222,261,Common Stock,USA,Florida,,,,,,
AUTR,AUTRIS,Pink No Information,0.007,,0,Common Stock,USA,California,,,,,,
MHYR,MANTHEY REDMOND CORP,Pink No Information,0.01,,0,Common Stock,USA,California,,,,,,
KUSA,KASHIN INC,Pink No Information,0,,0,Common Stock,USA,Nevada,,,,,,
GGSM,GOLD AND GEMSTONE MNG INC,Pink No Information,0.0017,0,20827716,Common Stock,USA,Texas,,,,,,
GRNF,GRN HOLDING CORPORATION,Pink No Information,0.058,9.434,226429,Common Stock,USA,Washington,,,,,,
PLSI,PHOENIX LIFE SCIENCES INT,Pink No Information,0.459,,2,Common Stock,USA,Nevada,,,,,,
CANL,CANNLABS INC,Pink No Information,0.1899,0.4762,12432,Common Stock,USA,Texas,,,,,,
HENI,HINTO ENERGY INC,Pink No Information,0.4,-3.9385,26394,Common Stock,USA,Colorado,,,,,,
TMGI,THE MARQUIE GROUP INC,Pink No Information,0.0009,-10,50083065,Common Stock,USA,Nevada,,,,,,
ANCE,RESTANCE INC,Pink No Information,0.0049,58.0645,1000,Common Stock,USA,Nevada,,,,,,
PGLO,PAN GLOBAL CORP,Pink No Information,0.0127,15.4545,90890,Common Stock,USA,New York,,,,,,
BGMD,BG MEDICINE INC,Pink No Information,0.078,-22,37980,Common Stock,USA,Massachusetts,,,,,,
EMGCQ,EMERGENT CAPITAL INC,Pink No Information,0.275,30.9524,351672,Common Stock,USA,Florida,,,,,,
EMPM,EMPIRE POST MEDIA INC,Pink No Information,0.0817,-8.2022,23300,Common Stock,USA,Nevada,,,,,,
VNTH,NANO MOBILE HEALTHCARE,Pink No Information,0.0012,-7.6923,32457011,Common Stock,USA,New York,,,,,,
BOXS,BOXSCORE BRANDS INC,Pink No Information,0.0162,-10.4972,2328229,Common Stock,USA,Nevada,,,,,,
NSRS,NORTH SPRINGS RES CORP,Pink No Information,0.006,,0,Common Stock,USA,Florida,,,,,,
FUTL,FUTURELAND CORP,Pink No Information,0.0008,-11.1111,75791713,Common Stock,USA,Florida,,,,,,
LUSI,MMA GLOBAL INC,Pink No Information,0.01005,,0,Common Stock,USA,Nevada,,,,,,
IWAL,IWALLET CORPORATION,Pink No Information,0.0215,2.381,20300,Common Stock,USA,California,,,,,,
NRGT,ENERGY TODAY INC,Pink No Information,0.26,,0,Common Stock,USA,Michigan,,,,,,
BKSH,BERKSHIRE HOMES INC,Pink No Information,0,,0,Common Stock,USA,Arizona,,,,,,
PCNT,POINT OF CARE NANO-TECH,Pink No Information,0.041,,0,Common Stock,USA,North Carolina,,,,,,
QPSF,QPS DIE & FINISHERS CORP,Pink No Information,0.17755,,0,Common Stock,USA,New Jersey,,,,,,
VDPH,VDO-PH INTERNATIONAL INC,Pink No Information,0.0466,0,15000,Common Stock,USA,New York,,,,,,
GEENQ,GLOBAL EAGLE ENTERMT,Pink No Information,0.315,-10,287712,Common Stock,USA,California,,,,,,
MTMW,MATMOWN INC,Pink No Information,0.007,,0,Common Stock,USA,Nevada,,,,,,
GCLL,GREENCELL INC,Pink No Information,0.004,-27.2727,44000,Common Stock,USA,New York,,,,,,
RIHT,RIGHTSCORP INC,Pink No Information,0.019,,0,Common Stock,USA,California,,,,,,
IRIG,INTEGRATED DRILLING EQ HL,Pink No Information,0.018,,0,Common Stock,USA,Texas,,,,,,
ORHK,ORANGEHOOK INC,Pink No Information,1.58,,0,Common Stock,USA,Minnesota,,,,,,
NGRP,NGEN TECHNOLOGIES HLDG,Pink No Information,0.104,30,12000,Common Stock,USA,Texas,,,,,,
ONDR,ONLINE DISRUPTIVE TECHS,Pink No Information,0,,0,Common Stock,USA,Massachusetts,,,,,,
BWPC,BLUE WATER PETROLEUM CP,Pink No Information,0.111,,0,Common Stock,USA,West Virginia,,,,,,
STNT,STEVIA NUTRA CORP,Pink No Information,4.6,4.5455,250,Common Stock,USA,Nevada,,,,,,
FRANQ,FRANCESCAS HLDGS CORP,Pink No Information,0.42,-9.6774,29218,Common Stock,USA,Texas,,,,,,
HRAA,HEALTH REVENUE ASSURNC HL,Pink No Information,0.03,17.1875,230078,Common Stock,USA,New York,,,,,,
XFCH,X-FACTOR COMMUNS HLDGS,Pink No Information,0.048,,0,Common Stock,USA,New Jersey,,,,,,
AHFD,ACTIVE HEALTH FOODS INC,Pink No Information,0.0005,25,756133521,Common Stock,USA,California,,,,,,
SANP,SANTO MINING CORP,Pink No Information,0.0067,-14.1026,202083754,Common Stock,USA,Florida,,,,,,
VHUB,VAPOR HUB INTL INC,Pink No Information,0.25,,0,Common Stock,USA,Utah,,,,,,
FRCN,FIREMANS CONTRACTORS INC,Pink No Information,0.00055,0,17394305,Common Stock,USA,Texas,,,,,,
MIXX,MIX 1 LIFE INC,Pink No Information,0.02,,0,Common Stock,USA,Arizona,,,,,,
UCBB,US-CHINA BIOMEDICAL TECH,Pink No Information,0.3498,249.8,731,Common Stock,USA,California,,,,,,
SNGY,SYNRGY CORP,Pink No Information,1.46,,0,Common Stock,USA,Maryland,,,,,,
GNSG,GNS GROUP INC,Pink No Information,0.008,,0,Common Stock,USA,Washington,,,,,,
CBBT,CEREBAIN BIOTECH CORP,Pink No Information,0.0674,-0.8824,8866381,Common Stock,USA,California,,,,,,
GLPH,GALA PHARM INC,Pink No Information,0.01365,,0,Common Stock,USA,California,,,,,,
STTX,STRATEX OIL & GAS HLDG,Pink No Information,0.0068,,0,Common Stock,USA,Connecticut,,,,,,
CRSQ,CORPORATE RESTAURANT CNCP,Pink No Information,0.0011,,0,Common Stock,USA,Kansas,,,,,,
BSSP,BASSLINE PRODUCTIONS INC,Pink No Information,0.0012,-20,43866875,Common Stock,USA,Arizona,,,,,,
BGRP,BLUESTEM GROUP INC,Pink No Information,0.34,30.2682,3000,Common Stock,USA,Minnesota,,,,,,
AGIN,AMERICAN GRAPHITE TECHS,Pink No Information,0.04455,17.2368,155241,Common Stock,USA,Nevada,,,,,,
PHRX,PHARMAGEN INC,Pink No Information,0.0007,0,24240,Common Stock,USA,Maryland,,,,,,
HCCA,HEALTHCARE CORP AMER,Pink No Information,0.075,0,200,Common Stock,USA,New Jersey,,,,,,
SCNA,SMART CANNABIS CORP,Pink No Information,0.0211,-14.5749,3002473,Common Stock,USA,California,,,,,,
CYBF,CYBERFORT SOFTWARE,Pink No Information,0.061,,0,Common Stock,USA,California,,,,,,
RDCO,REDEFY CORPORATION,Pink No Information,2.27,,10,Common Stock,USA,Colorado,,,,,,
LVBX,LEVELBLOX INC,Pink No Information,0.018,12.5,22000,Common Stock,USA,Florida,,,,,,
BRTI,BLACKRIDGE TECH INC,Pink No Information,0.014,,0,Common Stock,USA,Nevada,,,,,,
TBEV,HIGH PERFORM BEV CO,Pink No Information,0.0006,-14.2857,437975592,Common Stock,USA,Nevada,,,,,,
GIFX,GIFA INC,Pink No Information,0.0151,11.0294,78689,Common Stock,USA,New York,,,,,,
PSCR,PROTO SCRIPT PHARMA,Pink No Information,0.009,20,109700,Common Stock,USA,California,,,,,,
CIIX,CHINESEINVESTORSCOM INC,Pink No Information,0.03645,-8.875,40845,Common Stock,USA,California,,,,,,
ECEZ,ECOSCIENCES INC,Pink No Information,0.001,11.1111,86411347,Common Stock,USA,New York,,,,,,
WDHR,WEEDHIRE INTL INC,Pink No Information,0.0005,0,66703558,Common Stock,USA,New Jersey,,,,,,
EXCC,EXCEL CORP,Pink No Information,0.0157,,0,Common Stock,USA,Texas,,,,,,
LCDX,CALIBER IMAGNG&DIAGNSTICS,Pink No Information,0.615,-3.5294,128923,Common Stock,USA,New York,,,,,,
ENCR,ENER-CORE INC,Pink No Information,0.13225,-11.2416,5200,Common Stock,USA,California,,,,,,
ASCC,ARISTOCRAT GRP CORP,Pink No Information,0.02392,,0,Common Stock,USA,Nevada,,,,,,
REAC,REAC GROUP INC,Pink No Information,1.08,,0,Common Stock,USA,Pennsylvania,,,,,,
JALA,BE ACTIVE HLDGS INC,Pink No Information,0.034,,0,Common Stock,USA,New York,,,,,,
BCDS,BLAQCLOUDS INC,Pink No Information,0.0479,,0,Common Stock,USA,California,,,,,,
PSSS,PUISSANT INDUSTRIES INC,Pink No Information,0.021,-70,3000,Common Stock,USA,Kentucky,,,,,,
MJDS,MOJO DATA SOLUTIONS INC,Pink No Information,0.11,115.6863,46863,Common Stock,USA,Texas,,,,,,
BTZI,BOTS INC,Pink No Information,0.15678,-4.9818,880888,Common Stock,USA,Puerto Rico,,,,,,
GOFF,GOFF CORP NEW,Pink No Information,0.0199,-0.5,528856,Common Stock,USA,New York,,,,,,
BOPO,BIOPOWER OPERATIONS,Pink No Information,0.042,,0,Common Stock,USA,Florida,,,,,,
BIEI,PREMIER BIOMEDICAL INC,Pink No Information,0.0026,-3.7037,5456433,Common Stock,USA,Pennsylvania,,,,,,
TXSO,TEXAS SOUTH ENERGY INC,Pink No Information,0.0032,3.2258,44772,Common Stock,USA,Texas,,,,,,
SFPI,SANTA FE PETROLEUM INC,Pink No Information,0.005,0,27000,Common Stock,USA,Texas,,,,,,
HPTN,HAPPY TOWN HOLDINGS,Pink No Information,0.535,,0,Common Stock,USA,California,,,,,,
ILIM,IL2M INTERNATIONAL CORP,Pink No Information,0.0007,0,4433485,Common Stock,USA,California,,,,,,
WRFX,WORLDFLIX INC,Pink No Information,0.00182,-9,117365796,Common Stock,USA,Colorado,,,,,,
SPEC,SPECTRALCAST INC,Pink No Information,0.55,-38.7528,10334,Common Stock,USA,California,,,,,,
MTVX,APT MOTO VOX GROUP INC,Pink No Information,0.0005,-16.6667,48359871,Common Stock,USA,Missouri,,,,,,
CDNN,CHINA INDUSTRIAL STL INC,Pink No Information,0.0101,,0,Common Stock,USA,New York,,,,,,
STTH,STEALTH TECHNOLOGIES INC,Pink No Information,0.0125,-7.4074,1176839,Common Stock,USA,Florida,,,,,,
DDRIQ,DIVERSIFIED RES INC,Pink No Information,0.0031,,0,Common Stock,USA,Colorado,,,,,,
KRED,KONARED CORPORATION,Pink No Information,0.0058,-17.1429,22200,Common Stock,USA,California,,,,,,
CXEE,CHINA XUEFENG ENVIRNMNTL,Pink No Information,2.75,,0,Common Stock,USA,Florida,,,,,,
PZOO,PAZOO INC,Pink No Information,0.0012,-14.2857,8735519,Common Stock,USA,New Jersey,,,,,,
PRRE,PRAETORIAN PROPERTY INC,Pink No Information,0.095,,0,Common Stock,USA,Arizona,,,,,,
LTNC,LABOR SMART INC,Pink No Information,0.0286,1.7794,97670272,Common Stock,USA,Georgia,,,,,,
SCRCQ,SCRIPSAMERICA INC,Pink No Information,0.0023,-14.8148,839250,Common Stock,USA,Virginia,,,,,,
WYCC,WORRY FREE HLDGS CO,Pink No Information,1.75,,0,Common Stock,USA,California,,,,,,
AVLP,AVALANCHE INTL CORP,Pink No Information,0.94,6.8182,549,Common Stock,USA,Nevada,,,,,,
MYHI,MOUNTAIN HIGH ACQSTN CRP,Pink No Information,0.022,-8.3333,460940,Common Stock,USA,Arizona,,,,,,
HZNM,HORIZON MINERALS CORP,Pink No Information,0.03,,0,Common Stock,USA,Nevada,,,,,,
AAGH,AMERICA GREAT HEALTH,Pink No Information,0.13,-10.0657,51565,Common Stock,USA,California,,,,,,
RWFC,RENEWABLE FUEL CORP,Pink No Information,2,,0,Common Stock,USA,Nevada,,,,,,
SAAX,NOUVEAU VENTURES INC.,Pink No Information,0.074,,0,Common Stock,USA,California,,,,,,
OODH,ORION DIVERSIFIED HLDG,Pink No Information,0.015,,0,Common Stock,USA,Nevada,,,,,,
SVTE,SERVICE TEAM INC,Pink No Information,0.0005,0,67520407,Common Stock,USA,California,,,,,,
MJTV,MICHAEL JAMES ENTERPRISES,Pink No Information,0.0046,2.2222,3132875,Common Stock,USA,Wyoming,,,,,,
VEND,GENERATION NEXT FRANCHISE,Pink No Information,0.03674,-7.9198,12700,Common Stock,USA,California,,,,,,
OTTV,VIVA ENTERTAINMNT GRP,Pink No Information,0.0084,-12.5,11362411,Common Stock,USA,New York,,,,,,
ABBY,ABBY INC,Pink No Information,0.0075,,95,Common Stock,USA,California,,,,,,
MFST,MEDIFIRST SOLUTIONS,Pink No Information,0.00125,-3.8462,28841400,Common Stock,USA,New Jersey,,,,,,
GLRI,GLORI ENERGY INC,Pink No Information,0.0141,-9.0323,10001,Common Stock,USA,Texas,,,,,,
GASE,GASE ENERGY INC,Pink No Information,0.02,17.6471,49040,Common Stock,USA,Virginia,,,,,,
AZFL,AMAZONAS FLORESTAL NEW,Pink No Information,0.00655,52.3256,1467592212,Common Stock,USA,Florida,,,,,,
RCHA,RICH PHARMA INC,Pink No Information,0.00175,-12.5,7483598,Common Stock,USA,California,,,,,,
GVHIB,GLOBAL VISION HLDGS INC B,Pink No Information,0.00366,18.0645,1000,Common Stock,USA,California,,,,,,
BZIC,BEAMZ INTERACTIVE INC,Pink No Information,0.008,,0,Common Stock,USA,Arizona,,,,,,
DRNK,NOHO INC,Pink No Information,0.00355,-6.5789,438477429,Common Stock,USA,Arizona,,,,,,
CBDG,THC FARMACEUTICALS INC,Pink No Information,0.44625,23.9583,1968,Common Stock,USA,California,,,,,,
VTMB,VITAMIN BLUE INC,Pink No Information,0.0011,0,541600,Common Stock,USA,California,,,,,,
TRGM,TARGETED MEDICAL PHARMA,Pink No Information,0.0644,,0,Common Stock,USA,California,,,,,,
YPPN,YAPPN CORP,Pink No Information,0.01,-32.6146,125,Common Stock,USA,New York,,,,,,
VIZC,VIZCONNECT INC,Pink No Information,0.0014,0,27810049,Common Stock,USA,Massachusetts,,,,,,
NNRX,NUTRANOMICS INC,Pink No Information,0.00075,7.1429,29008090,Common Stock,USA,Oregon,,,,,,
JADG,JADE GLOBAL HOLDINGS INC,Pink No Information,0.1,,98,Common Stock,USA,Florida,,,,,,
WTXR,WEST TEXAS RESOURCES INC,Pink No Information,0.1106,,0,Common Stock,USA,Texas,,,,,,
JPEX,JPX GLOBAL INC,Pink No Information,0.0009,0,4674499,Common Stock,USA,Utah,,,,,,
ZDEC,ZENOVIA DIGITAL EXCH CORP,Pink No Information,0.0162,-50.9091,100,Common Stock,USA,Virginia,,,,,,
XREG,XR ENERGY INC,Pink No Information,0.00066,-5.7143,1990000,Common Stock,USA,Texas,,,,,,
PGSC,PROGRESSIVE GREEN SOL INC,Pink No Information,0.0086,,0,Common Stock,USA,New York,,,,,,
MEIL,METHES ENERGIES LTD,Pink No Information,0.0215,,0,Common Stock,USA,Nevada,,,,,,
TAYO,TAYLOR CONSULTING INC,Pink No Information,0.72,0,66084,Common Stock,USA,Texas,,,,,,
SLTN,SILVERTON ENERGY INC,Pink No Information,0.0082,,0,Common Stock,USA,Nevada,,,,,,
BLUU,BLUE WATER GLOBAL GRP INC,Pink No Information,0.0018,5.8824,55395900,Common Stock,USA,Florida,,,,,,
TONR,TONNER-ONE WORLD HOLDINGS,Pink No Information,0.0005,0,8884000,Common Stock,USA,Texas,,,,,,
SLOT,SAN LOTUS HOLDING INC,Pink No Information,1.2,20,200,Common Stock,USA,California,,,,,,
RGXX,REMEGENIX INC,Pink No Information,4,,0,Common Stock,USA,Maryland,,,,,,
SFIV,SECTOR 5 INC,Pink No Information,0.064,-1.5385,2000,Common Stock,USA,Virginia,,,,,,
SFHI,SPORTS FIELD HOLDINGS INC,Pink No Information,0.047,,0,Common Stock,USA,Illinois,,,,,,
